frame,event,id,x,y,cause,near_track,near_dist,near_misses,ghost_id,ghost_dist,ghost_age,n_within_2gate,n_dets,n_tracks
8627,exit,59,153.7,116.7,exit,,,,,,,,0,1
8627,death,59,153.7,116.7,age16_hits2,,,,,,,,0,1
8634,birth,59,151.2,105.3,returning_reid,,,,59,11.7,7,0,1,1
8638,birth,57,9.5,57.9,returning_reid,,,,57,0.1,41,0,1,2
8649,exit,57,10.3,58.8,exit,,,,,,,,1,2
8649,death,57,10.3,58.8,age12_hits2,,,,,,,,1,2
8667,birth,60,153.8,97.8,gate_miss,59,88.1,0,57,148.7,18,0,2,2
8672,birth,57,9.3,58.0,returning_reid,59,96.6,0,57,1.2,23,0,2,3
8684,exit,60,161.5,105.9,exit,,,,,,,,0,3
8684,death,60,161.5,105.9,age18_hits2,,,,,,,,0,3
8698,exit,57,9.2,58.4,exit,,,,,,,,0,2
8698,death,57,9.2,58.4,age27_hits7,,,,,,,,0,2
8712,birth,61,76.0,83.5,gate_miss,59,55.2,0,57,71.4,14,1,2,2
8722,birth,57,9.2,58.2,returning_reid,61,55.6,0,57,0.2,24,1,3,3
8737,exit,57,10.2,57.7,exit,,,,,,,,1,3
8737,death,57,10.2,57.7,age16_hits5,,,,,,,,1,3
8740,birth,57,9.4,58.3,returning_reid,59,128.8,1,57,1.0,3,0,2,3
8753,exit,61,169.3,87.6,exit,,,,,,,,1,3
8753,death,61,169.3,87.6,age42_hits32,,,,,,,,1,3
8756,exit,59,84.5,117.1,exit,,,,,,,,0,2
8756,death,59,84.5,117.1,age123_hits90,,,,,,,,0,2
8760,birth,62,139.5,91.6,returning,57,134.3,7,61,30.1,7,0,1,2
8762,exit,57,9.0,59.6,exit,,,,,,,,1,2
8762,death,57,9.0,59.6,age23_hits13,,,,,,,,1,2
8763,birth,57,10.3,57.8,returning_reid,62,100.9,0,57,2.1,1,0,2,2
8772,death,57,10.3,57.8,age10_hits1,,,,,,,,0,2
8773,birth,57,9.6,58.2,returning_reid,62,48.0,2,57,0.7,1,1,1,2
8782,death,57,9.6,58.2,age10_hits1,,,,,,,,0,2
8808,birth,63,107.0,113.6,gate_miss,62,62.3,0,57,112.0,26,0,2,2
8820,exit,63,96.7,113.0,exit,,,,,,,,1,2
8820,death,63,96.7,113.0,age13_hits4,,,,,,,,1,2
8826,birth,63,104.4,113.3,returning_reid,62,81.6,0,63,7.8,6,0,2,2
8840,exit,63,139.9,113.8,exit,,,,,,,,1,2
8840,death,63,139.9,113.8,age15_hits6,,,,,,,,1,2
8841,birth,63,129.2,110.7,returning_reid,62,88.6,0,63,11.2,1,0,2,2
8854,exit,62,54.4,76.4,exit,,,,,,,,1,2
8854,death,62,54.4,76.4,age95_hits58,,,,,,,,1,2
8869,birth,62,63.7,77.0,returning_reid,63,73.7,2,62,9.3,15,0,1,2
8890,birth,64,9.7,58.0,gate_miss,62,60.7,0,,,,0,2,3
8898,exit,63,115.4,128.9,exit,,,,,,,,2,3
8898,death,63,115.4,128.9,age58_hits37,,,,,,,,2,3
8910,exit,64,8.0,59.2,exit,,,,,,,,0,2
8910,death,64,8.0,59.2,age21_hits4,,,,,,,,0,2
8912,birth,63,122.5,113.1,returning_reid,62,66.2,1,63,17.3,14,0,1,2
8913,birth,64,9.4,58.4,returning_reid,62,67.1,2,64,1.6,3,0,2,3
8920,death,62,51.7,102.8,age52_hits38,,,,,,,,0,3
8922,recover,62,55.7,100.0,hidden2f,,,,,,2,,2,2
8928,exit,64,8.8,57.9,exit,,,,,,,,2,3
8928,death,64,8.8,57.9,age16_hits6,,,,,,,,2,3
8930,birth,64,8.7,58.1,returning_reid,62,45.9,0,64,0.2,2,1,3,3
8941,exit,63,102.8,130.7,exit,,,,,,,,1,3
8941,death,63,102.8,130.7,age30_hits19,,,,,,,,1,3
8961,exit,64,10.2,56.6,exit,,,,,,,,0,2
8961,death,64,10.2,56.6,age32_hits14,,,,,,,,0,2
8990,birth,65,122.1,114.2,gate_miss,62,39.8,0,64,125.8,29,1,2,2
9008,birth,66,9.7,58.5,gate_miss,62,48.9,1,,,,1,2,3
9026,exit,66,9.2,58.0,exit,,,,,,,,2,3
9026,death,66,9.2,58.0,age19_hits2,,,,,,,,2,3
9043,birth,66,9.8,58.1,returning_reid,65,30.8,0,66,0.6,17,2,3,3
9060,exit,66,8.0,57.9,exit,,,,,,,,2,3
9060,death,66,8.0,57.9,age18_hits9,,,,,,,,2,3
9085,exit,65,5.3,57.3,exit,,,,,,,,1,2
9085,death,65,5.3,57.3,age96_hits75,,,,,,,,1,2
9112,birth,65,7.3,47.5,returning_reid,62,43.3,0,65,9.9,27,1,2,2
9134,birth,67,9.5,58.2,duplicate_promoted,65,28.4,0,,,,2,2,3
9146,exit,67,9.5,58.5,exit,,,,,,,,2,3
9146,death,67,9.5,58.5,age13_hits4,,,,,,,,2,3
9168,birth,67,9.5,58.1,duplicate_promoted_reid,62,25.8,0,67,0.3,22,1,2,3
9181,exit,67,10.2,57.7,exit,,,,,,,,1,3
9181,death,67,10.2,57.7,age14_hits5,,,,,,,,1,3
9188,birth,67,9.4,58.0,returning_reid,62,60.0,0,67,0.8,7,0,3,3
9223,exit,67,32.4,53.4,exit,,,,,,,,1,3
9223,death,67,32.4,53.4,age36_hits12,,,,,,,,1,3
9254,birth,67,24.8,55.9,returning_reid,65,38.9,0,67,8.0,31,1,3,3
9271,death,67,26.2,55.8,age18_hits8,,,,,,,,1,3
9314,death,65,27.1,69.7,age203_hits168,,,,,,,,1,2
9324,recover,67,33.9,54.0,hidden53f,65,,,,,53,,2,1
9354,exit,67,6.7,86.2,exit,,,,,,,,1,2
9354,death,67,6.7,86.2,age31_hits9,,,,,,,,1,2
9394,recover,65,19.2,44.4,hidden80f,62,,,,,80,,1,1
9402,exit,62,-34.7,105.2,exit,,,,,,,,1,2
9402,death,62,-34.7,105.2,age481_hits410,,,,,,,,1,2
9415,birth,68,28.8,48.7,duplicate_promoted,65,9.6,0,62,85.0,13,1,2,2
9466,birth,69,24.4,55.5,gate_miss,65,33.5,0,,,,1,2,3
9515,death,69,27.7,54.1,age50_hits34,,,,,,,,2,3
9522,recover,69,26.2,55.2,hidden7f,65,,,,,7,,3,2
9541,death,69,25.5,56.7,age20_hits9,,,,,,,,1,3
9543,recover,69,24.9,55.9,hidden2f,65,,,,,2,,3,2
9569,death,69,22.2,54.6,age27_hits17,,,,,,,,2,3
9628,exit,68,156.8,98.3,exit,,,,,,,,1,2
9628,death,68,156.8,98.3,age214_hits135,,,,,,,,1,2
9632,birth,68,149.5,105.3,returning_reid,65,135.2,0,68,10.2,4,0,2,2
9661,recover,69,24.6,56.0,hidden92f,65,,,,,92,,3,2
9696,death,69,20.6,57.1,age36_hits13,,,,,,,,1,3
9704,exit,68,180.2,97.0,exit,,,,,,,,0,2
9704,death,68,180.2,97.0,age73_hits42,,,,,,,,0,2
9710,birth,70,142.7,93.9,returning,65,133.8,9,68,37.6,6,0,1,2
9710,exit,65,16.9,48.6,exit,,,,,,,,1,2
9710,death,65,16.9,48.6,age317_hits273,,,,,,,,1,2
9723,recover,69,21.6,47.8,hidden27f,65,,,,,27,,1,1
9728,death,70,143.2,94.3,age19_hits8,,,,,,,,1,2
9737,recover,70,141.0,93.6,hidden9f,,,,,,9,,2,1
9741,birth,69,24.7,55.9,duplicate_promoted_reid,69,17.9,0,69,4.2,45,1,3,3
9752,death,69,29.1,54.5,age12_hits3,,,,,,,,2,3
9753,recover,69,24.5,55.7,hidden1f,69,,,,,1,,3,2
9769,exit,70,13.5,86.0,exit,,,,,,,,1,3
9769,death,70,13.5,86.0,age33_hits16,,,,,,,,1,3
9778,birth,69,24.9,55.6,returning_reid,69,41.9,0,69,4.3,26,1,4,3
9791,death,69,28.0,55.1,age14_hits5,,,,,,,,2,3
9794,recover,69,24.7,55.9,hidden3f,69,,,,,3,,2,2
9809,death,69,24.6,55.9,age16_hits5,,,,,,,,2,3
9810,recover,69,24.7,55.7,hidden1f,69,,,,,1,,3,2
9824,exit,69,124.9,127.8,exit,,,,,,,,1,3
9824,death,69,124.9,127.8,age102_hits80,,,,,,,,1,3
9825,death,69,22.6,56.8,age16_hits4,,,,,,,,1,2
9855,death,69,23.2,47.3,age103_hits64,,,,,,,,0,1
9871,recover,69,25.6,45.6,hidden16f,,,,,,16,,1,0
9896,birth,71,139.3,112.9,genuine,69,124.3,0,69,133.5,41,0,2,2
9906,death,69,31.3,64.7,age36_hits22,,,,,,,,1,2
9914,recover,69,20.7,44.9,hidden89f,69,,,,,89,,2,1
9928,exit,71,116.8,136.3,exit,,,,,,,,1,2
9928,death,71,116.8,136.3,age33_hits23,,,,,,,,1,2
